854797924227796997,'854797924227796997',dawncshaw211,"'RT @nichildcom: Koulla talks to @irish_news about uniform policies, BREXIT, mental health &amp; the passions &amp; frustrations of the job https://?'",Wed Apr 19 20:44:41 +0000 2017,None,None,None,None
854797761606295554,'854797761606295554',_GreenTiger_,"'RT @LADFLEG: Hey @theresa_may if ""no election before 2020"" means ""snap election in 2017"" then does Brexit really mean Brexit?'",Wed Apr 19 20:44:02 +0000 2017,None,None,None,Belfast
854797658740973568,'854797658740973568',crerandlegend,"""@georgenturner @LibDems I can't vote for you but the very best of luck in retiring Hoey and hopefully brexit""",Wed Apr 19 20:43:37 +0000 2017,None,None,None,CO Derry
854797240237424641,'854797240237424641',omosh_jeff,'RT @kenearlys: souness speaks his brexit brains https://t.co/X7Ts3rk6xD',Wed Apr 19 20:41:58 +0000 2017,None,None,None,None
854796990500265984,'854796990500265984',Bhavesh_255,'RT @kenearlys: souness speaks his brexit brains https://t.co/X7Ts3rk6xD',Wed Apr 19 20:40:58 +0000 2017,None,None,None,United Kingdom
854796933206036480,'854796933206036480',liam_harding,'RT @kenearlys: souness speaks his brexit brains https://t.co/X7Ts3rk6xD',Wed Apr 19 20:40:44 +0000 2017,None,None,None,"Barking, London"
854796898422726664,'854796898422726664',dominic_gw,'RT @kenearlys: souness speaks his brexit brains https://t.co/X7Ts3rk6xD',Wed Apr 19 20:40:36 +0000 2017,None,None,None,Norn Iron
854796311836729349,'854796311836729349',GARYZ1C0,'RT @kenearlys: souness speaks his brexit brains https://t.co/X7Ts3rk6xD',Wed Apr 19 20:38:16 +0000 2017,None,None,None,"London, England."
854796066939600896,'854796066939600896',McCoyWynne,'RT @p_seawright: Guardian Weekend @UlsterUni @BelfastSchArt Reader in Photography Donovan Wylie: Brexit and the Northern Irish border https?',Wed Apr 19 20:37:18 +0000 2017,None,None,None,Liverpool UK
854795712340643840,'854795712340643840',imogen_bethany,'RT @ComedyCentralUK: #Brexit: A Titanic Failure https://t.co/ocdgEUCJDA',Wed Apr 19 20:35:53 +0000 2017,None,None,None,None
