828755160633573378,'828755160633573378',BrianHigginson5,"""Bloggers4UKIP: BBC research confirms Brexit is a working class revolution ... and they don't like it: https://t.co/cLEYmCDh5""",Tue Feb 07 00:00:02 +0000 2017,None,None,None,Lisburn co Antrim 
828755156590272512,'828755156590272512',kevinpbreslin,'What do you think matters more to pro-Brexit English @Conservatives and @UKIP MPs?',Tue Feb 07 00:00:01 +0000 2017,None,None,None,Derry
828754471857553408,'828754471857553408',CrillyBobc,"'RT @cpmcgonagle: Govt pledge for ""practical solution"" to the NI border is undeliverable.  Lack of detail obscures a darker purpose. https?'",Mon Feb 06 23:57:18 +0000 2017,None,None,None,glasgow
828752071604187136,'828752071604187136',OisinPatenall,"'The words ""random checks"" don\'t provoke confidence.  #brexit  https://t.co/Eq1tJxGaFu https://t.co/pGZ7m5Ce45'",Mon Feb 06 23:47:45 +0000 2017,None,None,None,Northern Ireland
828751690857865216,'828751690857865216',Watersun555,"""Brexit bill: May warns MPs not to 'obstruct' the will of the people https://t.co/ZqtQk4mn2S""",Mon Feb 06 23:46:15 +0000 2017,None,None,None,Dublin Ireland 
828750804337225730,'828750804337225730',overlandandsea2,'@MoragKeith before the eu referendum was even announced. Recent opinion polls found brexit has not changed people in ni attitude to the',Mon Feb 06 23:42:43 +0000 2017,None,None,None,"Belfast, Northern Ireland"
828750276135903232,'828750276135903232',CRRosenstiel,"'RT @DavidFordMLA: So all the fine words about ""no return to the borders of the past"" mean absolutely nothing.  https://t.co/cPt6Vm0iIz'",Mon Feb 06 23:40:37 +0000 2017,None,None,None,Cambridge UK
828750073626492928,'828750073626492928',stormpetrel,'RT @cpmcgonagle: From where does the Government suppose it derives its mandate to negotiate a Brexit deal without any precondition or stipu?',Mon Feb 06 23:39:49 +0000 2017,None,None,None,home of real cows/sheep/birds
828750024091774976,'828750024091774976',CDuncanSDLP,'RT @Freight_NI: The free movement of goods on Island of Ireland must continue post #Brexit otherwise NI will suffer disproportinately compa?',Mon Feb 06 23:39:37 +0000 2017,None,None,None,North Antrim
828749578144989184,'828749578144989184',Dngkellyduncan,'Luxury London Homes Hit Hardest by Brexit Discounts https://t.co/Lj4KgiL6MM',Mon Feb 06 23:37:51 +0000 2017,None,None,None,Tullamore
828749201441976321,'828749201441976321',2mircol,'Special post-Brexit deal with North ?not legally possible? https://t.co/Dvt9XAXK0x via @IrishTimes',Mon Feb 06 23:36:21 +0000 2017,None,None,None,Hillsborough   Co Down NI 
828749199772700674,'828749199772700674',LeeMartin113,"'RT @FoyleSDLP: .@markdurkan in an impassioned plea ""if people have a care for the Good Friday Agreement they would support the amendment"" #?'",Mon Feb 06 23:36:21 +0000 2017,None,None,None,"Dumbarton, Scotland"
828748972764385280,'828748972764385280',pongodhall,'Via @euronews: From Malta to May ? British expats on Brexit https://t.co/KR1jpMSKyY to leave people dangling https://t.co/EzcNTs7Pf2',Mon Feb 06 23:35:27 +0000 2017,None,None,None,west cork
828748946231132161,'828748946231132161',martinhello,"'RT @FoyleSDLP: .@markdurkan taking on the Tories says they have ""some neck"" asking SDLP not to be divisive on #Brexit as UKG try to impose?'",Mon Feb 06 23:35:20 +0000 2017,None,None,None,Ireland
828748642098020354,'828748642098020354',PatrickGaffney8,"""RT @BelfastBabs: No time to talk about NI in Westminster today. If you believe @DUPleader when she says she's a seat at Brexit negotiations?""",Mon Feb 06 23:34:08 +0000 2017,None,None,None,None
