841677221408493569,'841677221408493569',IACESInfo,"'RT @MaryCMurphy: Analysis: The wait may be almost over, but is Ireland ready to handle Brexit? https://t.co/mqiHPrc2hr'",Tue Mar 14 15:47:41 +0000 2017,None,None,None,Ireland
841677164294606849,'841677164294606849',JimAllister,""".@stormontweets And in 2 years Anderson won't be there either - thanks to Brexit!""",Tue Mar 14 15:47:28 +0000 2017,None,None,None,Northern Ireland - UK
841676748538429440,'841676748538429440',kevinpbreslin,"""@romfordgeeza There's statistics that have been taken that back me up. https://t.co/TBFphx9xxE https://t.co/T8127zBkWX""",Tue Mar 14 15:45:49 +0000 2017,None,None,None,Derry
841676725201305600,'841676725201305600',IrishNewsFinder,"""Business News -  Eoghan Murphy flags 'dangerous' Brexit rivalry to EU https://t.co/RBzz0QD2Tx""",Tue Mar 14 15:45:43 +0000 2017,None,None,None,"Dublin, Ireland"
841676298405720064,'841676298405720064',sarahjaneuk,"""I did not want #Brexit. However UK voted for it &amp; parliament has given go ahead so let's all get behind @Number10gov to get best deal.""",Tue Mar 14 15:44:01 +0000 2017,None,None,None,"West Cork, Ireland"
841676010504486912,'841676010504486912',bet365man,"'RT @BelTel: Martina Anderson tells Theresa May to ""stick border where the sun don\'t shine"" https://t.co/HTih5NcbCe https://t.co/vHcFFXuQIC'",Tue Mar 14 15:42:53 +0000 2017,None,None,None,Clydebank
841675104513859585,'841675104513859585',aidanosullivan,'RT @padraichalpin: Exclusive: Ireland cries foul over competition for Brexit moves https://t.co/WGNKqoETsT via @Reuters with @johnodonnell21',Tue Mar 14 15:39:17 +0000 2017,None,None,None,Brussels
841674819913551872,'841674819913551872',markooj,"'RT @BelTel: Martina Anderson tells Theresa May to ""stick border where the sun don\'t shine"" https://t.co/HTih5NcbCe https://t.co/vHcFFXuQIC'",Tue Mar 14 15:38:09 +0000 2017,None,None,None,Exile
841674278412140544,'841674278412140544',visszhang,'RT @brianhayesMEP: A good snapshot of how the #Brexit divorce proceedings will go. #Article50 will be triggered soon - an important time fo?',Tue Mar 14 15:36:00 +0000 2017,None,None,None,Brussels
841674084463329282,'841674084463329282',SimyFrant,'RT @unitetheunion: Is your employer using #Brexit to attack terms and conditions? Then tell us here: https://t.co/khxCM1U7TY https://t.co/k?',Tue Mar 14 15:35:13 +0000 2017,None,None,None,None
841673879781285889,'841673879781285889',MurphyAnalyst,"'Lions and tigers and BEARS, oh my. Equities are struggling &amp; Scottish woes dip the pound.https://t.co/fmtNT5DsdF https://t.co/xFpagdJwo5'",Tue Mar 14 15:34:25 +0000 2017,None,None,None,"Dublin City, Ireland"
841673847724204032,'841673847724204032',tkeat87,'What happens after Theresa May triggers Article 50 https://t.co/XQvb9a9LjE via @POLITICOEurope',Tue Mar 14 15:34:17 +0000 2017,None,None,None,Knockaderry
841673790530691072,'841673790530691072',MexicoRS78,'RT @BenLowry2: Brexit moves closer after Westminster paves way for PM to trigger Article 50  https://t.co/oYSlvvILzC https://t.co/XZRCIulgN3',Tue Mar 14 15:34:03 +0000 2017,None,None,None,U.K. 
841673743399284737,'841673743399284737',moutxo,'RT @gingermarauder: Bloody hell @Ed_Miliband what did you have planned? ?#Brexit #indyref2 https://t.co/AAoMw0J8u7',Tue Mar 14 15:33:52 +0000 2017,None,None,None,auskalo
841673480152240128,'841673480152240128',RIAdawson,"""'Retreat from Globalisation? Brexit, Trump and the New Populism' Have you submitted your paper  #RIAGlobal17?? https://t.co/OzMvFICB6Y""",Tue Mar 14 15:32:49 +0000 2017,None,None,None,"Dublin, Ireland"
841673192632659969,'841673192632659969',JohnOBrennan2,'A Hostile Brexit? Will UK pay its bills? If not will that poison negs? Prof Iain Begg asks  https://t.co/gB5m5PXPCQ',Tue Mar 14 15:31:41 +0000 2017,None,None,None,"Dublin, Maynooth, Foynes"
841673025862918145,'841673025862918145',psychovertical,'@NewWaveFella As they did Brexit and Trump...',Tue Mar 14 15:31:01 +0000 2017,None,None,None,Dublin or Wherever 
841672923849056257,'841672923849056257',SheilaHiggins15,"'@JolyonMaugham Only thing Northern Ireland retains after Brexit, EU citizenship courtesy of Good Friday Agreement'",Tue Mar 14 15:30:37 +0000 2017,None,None,None,"Derry, Ireland"
841672902789480448,'841672902789480448',Sakpol_SE,'RT @LukeHJourno: Brexit Britain: We must take back control EU: Better together! Scot indyref2: We must take back control Brexit Britain: Be?',Tue Mar 14 15:30:32 +0000 2017,None,None,None,None
841672697327321089,'841672697327321089',Dr_Adds,'RT @gingermarauder: Bloody hell @Ed_Miliband what did you have planned? ?#Brexit #indyref2 https://t.co/AAoMw0J8u7',Tue Mar 14 15:29:43 +0000 2017,None,None,None,"West Midlands, UK"
841672645741539329,'841672645741539329',CharlesXI,'RT @LukeHJourno: Brexit Britain: We must take back control EU: Better together! Scot indyref2: We must take back control Brexit Britain: Be?',Tue Mar 14 15:29:30 +0000 2017,None,None,None,Among facts
841672488262221826,'841672488262221826',TrollLeft,"'RT @KenKardashain: Racehorse owners worried about hard Brexit, basically ""who will clean the shit for shit money"" my heart bleeds https://t?'",Tue Mar 14 15:28:53 +0000 2017,None,None,None,In the horse 
841672271483813891,'841672271483813891',thebarras,"'RT @BelTel: Martina Anderson tells Theresa May to ""stick border where the sun don\'t shine"" https://t.co/HTih5NcbCe https://t.co/vHcFFXuQIC'",Tue Mar 14 15:28:01 +0000 2017,None,None,None,Scotland
841671872014110724,'841671872014110724',delirious_dr,'RT @gingermarauder: Bloody hell @Ed_Miliband what did you have planned? ?#Brexit #indyref2 https://t.co/AAoMw0J8u7',Tue Mar 14 15:26:26 +0000 2017,None,None,None,None
841671481121746945,'841671481121746945',GweedoP,"'RT @AIMWoundedKnee: .@molloy1916 on @BBCTalkback ""Why should we have a hard border here because people in England hate foreigners!"" #Brexi?'",Tue Mar 14 15:24:53 +0000 2017,None,None,None,Beal Feirste. Ireland.
841671416651120647,'841671416651120647',tggleeson,"'Amazing she even has to say this, NI issue was parked and largely settled, people slowing leaning to get along &amp; pr? https://t.co/Hh32hEBBTu'",Tue Mar 14 15:24:37 +0000 2017,None,None,None,"Kildare, Ireland"
