863048975728988161,'863048975728988161',theskibeagle,"""'Good Friday Agreement may have to be reworded to account for Brexit' - Blair  https://t.co/7WmmkqBcRr""",Fri May 12 15:11:25 +0000 2017,None,None,None,London & Ireland
863048816412553216,'863048816412553216',JohnNorth50,"""@EPPGroup @pNibbler @brianhayesMEP Brian you have not got a clue what's ahead and Ireland will not have a choice or? https://t.co/cqlnUcSj9w""",Fri May 12 15:10:47 +0000 2017,None,None,None,"Kerry, Ireland"
863048723189960704,'863048723189960704',Lizzieandstyle,'RT @theskibeagle: Furious young voter confronts David Cameron in shocking exchange over Brexit vote https://t.co/N11fooVCGm',Fri May 12 15:10:24 +0000 2017,None,None,None,None
863048532353323008,'863048532353323008',AndyKlomEU,"""RT @BBCNewsNI: EU's chief Brexit negotiator, Michel Barnier, to visit Irish border region https://t.co/APkALRxw5X https://t.co/M6bsmDtQNl""",Fri May 12 15:09:39 +0000 2017,None,None,None,"Dublin, Ireland"
863048513315360769,'863048513315360769',AndyKlomEU,"""RT @BBCgmu: EU's chief Brexit negotiatior Michel Barnier visits the border today. Analysis coming up from economist Graham Gudgin and @JP_B?""",Fri May 12 15:09:34 +0000 2017,None,None,None,"Dublin, Ireland"
863048449285120000,'863048449285120000',kathrynjohnston,"""Neat.#Brexit 'I resent those who voted leave.There is too much hubris that infects the political class. Fuck them.'  https://t.co/mqQJOIWzr""",Fri May 12 15:09:19 +0000 2017,None,None,None,Ballymena
863048213988823040,'863048213988823040',rofden159,'RT @theskibeagle: Furious young voter confronts David Cameron in shocking exchange over Brexit vote https://t.co/N11fooVCGm',Fri May 12 15:08:23 +0000 2017,None,None,None,None
863047425648467968,'863047425648467968',e3_belfastmet,'RT @bbs_belfastmet: More speakers confirmed for the World Trade Summit: Landscape Post #Brexit! Are you attending? #NIBusiness https://t.c?',Fri May 12 15:05:15 +0000 2017,None,None,None,"398 Springfield Road, Belfast"
863047407218696194,'863047407218696194',UCDLawSchool,"'""Northern/Ireland After Brexit: Exploring the Human Rights Impact"" 3 May 2017 Report now online via @UCDCentreHRts? https://t.co/dixSXDcGtR'",Fri May 12 15:05:11 +0000 2017,None,None,None,Dublin
863047390848266240,'863047390848266240',Celinemmc,"""RT @MKCComm: EU Chief Brexit negotiator Michel Barnier, Ministers Flanagan, Humphreys, Comm'r Hogan, Michael Hanley CEO Lakeland Dairies in?""",Fri May 12 15:05:07 +0000 2017,None,None,None,Dublin
863047224657313793,'863047224657313793',AndyKlomEU,"'RT @MaggieTaggart: Michel Barnier says ""Keep calm and negotiate"" after hearing border food producers\' Brexit concerns. Difficult &amp; complex?'",Fri May 12 15:04:27 +0000 2017,None,None,None,"Dublin, Ireland"
863047136967086080,'863047136967086080',theskibeagle,'Furious young voter confronts David Cameron in shocking exchange over Brexit vote https://t.co/N11fooVCGm',Fri May 12 15:04:06 +0000 2017,None,None,None,London & Ireland
863047041672519682,'863047041672519682',colin_forsythe,"""Didn't we already have a referendum on this last June? #Eurovision #Brexit https://t.co/ytE04pIIEL""",Fri May 12 15:03:44 +0000 2017,None,None,None,Northern Ireland
863046832821293056,'863046832821293056',EamonDelaney10,'Republic of Ireland bid to host London-based EU bodies after Brexit https://t.co/1fvN791s4K',Fri May 12 15:02:54 +0000 2017,None,None,None,Dublin
863046652269088769,'863046652269088769',Caboodle__,'EU funding still an option for N Ireland to 2020 despite Brexit https://t.co/eNZPjLcL8C',Fri May 12 15:02:11 +0000 2017,None,None,None,Northern Ireland
863046601497092097,'863046601497092097',nornirishfella,'@sinnfeinireland @moneillsf @SeaSourceNI @balmoralshow I wonder did any fishermen stop for a chat with her https://t.co/FrY2D75T7W',Fri May 12 15:01:59 +0000 2017,None,None,None,"Belfast, Northern Ireland"
863046526532288512,'863046526532288512',HoisinRenderson,"'Also talking Brexit, @telliott_UUP said ""it\'s happening"" and could bring ""huge opportunities"" for local biz https://t.co/myB12u1JxW'",Fri May 12 15:01:41 +0000 2017,None,None,None,"Enniskillen, Northern Ireland"
863046446412705792,'863046446412705792',Kate_Laverty,'https://t.co/QLSAtt4Yrx  The existential malaise of modern capitalism',Fri May 12 15:01:22 +0000 2017,None,None,None,Belfast
863046213750464513,'863046213750464513',Independent_ie,"""Floating voter #podcast: Will Brexit be that bad? Will Enda finally go? And why a 'Trump' is needed to fire Noirin? https://t.co/0JYncxj5ga""",Fri May 12 15:00:26 +0000 2017,None,None,None,Dublin
863046144842190849,'863046144842190849',bird_theo,"""RT @_hotdelicious: @GarrethTodd @rj07thomas @arjan____ i'VE no IdEA hOw yOUve mADe tHE LiNk tO BRexIt https://t.co/NgIRDr8lL6""",Fri May 12 15:00:10 +0000 2017,None,None,None,None
863045946090942468,'863045946090942468',IrishNewsFinder,'Barnier: Irish border problems are resolvable after Brexit https://t.co/8sWx626faS via independent.ie',Fri May 12 14:59:22 +0000 2017,None,None,None,"Dublin, Ireland"
863045793850195969,'863045793850195969',MKCComm,"""EU Chief Brexit negotiator Michel Barnier, Ministers Flanagan, Humphreys, Comm'r Hogan, Michael Hanley CEO Lakeland? https://t.co/bpLWJWcXGE""",Fri May 12 14:58:46 +0000 2017,None,None,None,"Dublin, Ireland "
863045764716666881,'863045764716666881',owen_w_simmons,"""RT @_hotdelicious: @GarrethTodd @rj07thomas @arjan____ i'VE no IdEA hOw yOUve mADe tHE LiNk tO BRexIt https://t.co/NgIRDr8lL6""",Fri May 12 14:58:39 +0000 2017,None,None,None,Liverpool
863045058660102145,'863045058660102145',DdeBreadun,"'Speaking about Brexit on Sat May 13th at this event in Rossnowlagh, Co. Donegal https://t.co/X5KUcedOdF'",Fri May 12 14:55:51 +0000 2017,None,None,None,"Dublin, Ireland"
863043752520187906,'863043752520187906',ChildOfAlba,'RT @Is_It_JustMe_: @bbclaurak How can you deride the SNP for being fixated with Scottish independence if you yourself are fixated with UK i?',Fri May 12 14:50:39 +0000 2017,None,None,None,Scotland: Nation of Lions
863043740822384641,'863043740822384641',AndrewRalph7,'https://t.co/icwzFJgoms',Fri May 12 14:50:37 +0000 2017,None,None,None,Meath - An Mhí & Dublin 
