836577511496683520,'836577511496683520',kevinpbreslin,"""@KenKardashain @BBCTalkback @paulgivan @duponline there's nothing patriotic about Brexit so far, it's been lead by selfish, lying scoundrels""",Tue Feb 28 14:03:16 +0000 2017,None,None,None,Derry
836577211452907522,'836577211452907522',stephen82754737,'BBC News - Danske Bank upgrades NI growth forecast https://t.co/etY2SsEn30 well I never ! #brexit',Tue Feb 28 14:02:04 +0000 2017,None,None,None,Belfast Northern Ireland
836576939083182080,'836576939083182080',MuhilanSelvaa,'RT @DaveCullenCF: Something poetic about how Lily lost my recent poll by the same margin that remain lost Brexit. ? https://t.co/8jcT24yoYQ',Tue Feb 28 14:00:59 +0000 2017,None,None,None,"Texas, USA"
836576536060964866,'836576536060964866',GavinMacGuire,"""It's official. Corbyn unconditionally supportive of brexit. Where was this guy 8 months ago... https://t.co/cWgCHLx0sL""",Tue Feb 28 13:59:23 +0000 2017,None,None,None,"Galway, Ireland"
836576386869526533,'836576386869526533',sagnew,'Brexit - London Stock Exchange/Deutsche Boerse merger in doubt https://t.co/hIoMvZAe6G',Tue Feb 28 13:58:48 +0000 2017,None,None,None,"Dublin City, Ireland"
836576096367828993,'836576096367828993',mauricecampbell,'RT @JP_Biz: Continuing ability of skilled workers to easily enter NI emerging as key post-Brexit issue for NI Screen at DCMS committee',Tue Feb 28 13:57:38 +0000 2017,None,None,None,County Down
836575945649713152,'836575945649713152',PatDeeringTD,"""RT @OireachtasNews: Live coverage of the Agriculture, Food &amp; the Marine Committee's Report on #BREXIT @ 3pm - CRoom 1 - https://t.co/YP8ZmU?""",Tue Feb 28 13:57:02 +0000 2017,None,None,None,"Carlow, Ireland"
836575909029163008,'836575909029163008',Chrisryder47,'@impartialrep @rodneyedwards We have  full and practical EU trade deal now. Why do we need a new one. Brexit madness.',Tue Feb 28 13:56:54 +0000 2017,None,None,None,Belfast
836575872253636613,'836575872253636613',belfastbiker,"'@OfficialPUP @DUPleader @SophieLong01 @WJProgressive more than the Shinners, the biggest thing affecting border poll is #brexit.'",Tue Feb 28 13:56:45 +0000 2017,United Kingdom,54.5945494,-5.93522346,Belfast
836575601456730112,'836575601456730112',greentaak,'RT @NewtonEmerson: Some in Northern Ireland still want a Brexit problem https://t.co/RZD8j2qmEu',Tue Feb 28 13:55:40 +0000 2017,None,None,None,Ireland
836575446615658496,'836575446615658496',kevinpbreslin,"'@KenKardashain @BBCTalkback @paulgivan @duponline Yawn, Desperate attempt to say Northern Ireland has gained anything tangible from Brexit.'",Tue Feb 28 13:55:03 +0000 2017,None,None,None,Derry
836575189483794432,'836575189483794432',JiveOxford,'RT @Sales_Optimize: BMW considers making electric Mini outside UK due to Brexit worries https://t.co/pG0r5NEhNY #brexit',Tue Feb 28 13:54:02 +0000 2017,None,None,None,"Oxford, England"
836574889322622977,'836574889322622977',rodneyedwards,"'RT @impartialrep: Delay #Brexit if no trade deal can be struck, urge business leaders https://t.co/7epCpx2Hcg'",Tue Feb 28 13:52:51 +0000 2017,None,None,None,Enniskillen
836574759437676544,'836574759437676544',johnmckeelaw,'John McKee Solicitors e magazine is out! https://t.co/P1eIfJqEfo Stories via @JohnWalsh09 @tmcarew @A_B_Evans #brexit #brexitcost',Tue Feb 28 13:52:20 +0000 2017,None,None,None,"Belfast, Northern Ireland"
836574743927144449,'836574743927144449',coolbawnwed,"""RT @SuzieCoog: Watch @DenisNaughten msg to his EU counterparts today in Brussels about Irl's energy capacity off our coast #brexit https://?""",Tue Feb 28 13:52:16 +0000 2017,None,None,None,Ireland 
836574368146796544,'836574368146796544',Chrisryder47,"""RT @Prof_johnbrewer: The rag's attack only proves his point about the marginalisation of domocratic dissent post-Brexit https://t.co/vKEv6J?""",Tue Feb 28 13:50:46 +0000 2017,None,None,None,Belfast
836574338241425410,'836574338241425410',iain_claxton,'RT @DaveCullenCF: Something poetic about how Lily lost my recent poll by the same margin that remain lost Brexit. ? https://t.co/8jcT24yoYQ',Tue Feb 28 13:50:39 +0000 2017,None,None,None,the edge of the Precipice.
836574271791067138,'836574271791067138',NeeNawtogirls,'RT @stephen82754737: So SF&amp;Adams wants NI 2work? yet Adams agrees with EU officials 2hammer the UK in #brexit which includes NI! hypocritic?',Tue Feb 28 13:50:23 +0000 2017,None,None,None,None
836574177788329984,'836574177788329984',Cigar2,'RT @DaveCullenCF: Congrats @GeorgeTakei you won a recent poll over @lilyallen by the same margin #Brexit was passed in the UK! Extraordinar?',Tue Feb 28 13:50:01 +0000 2017,None,None,None,"Terre Haute, IN"
