826822460188291074,'826822460188291074',price_huw,'RT @unitetheunion: Britain needs a proper pay rise | #Brexit helping drive UK inequality back to Thatcher-era levels https://t.co/Mj3IKkIye?',Wed Feb 01 16:00:10 +0000 2017,None,None,None,"Trecynon, Aberdare"
826822438788988928,'826822438788988928',natural20,"""I could watch the #Brexit debate but I don't want to watch the disconnected rulers of a country I quite like throwing themselves off a cliff""",Wed Feb 01 16:00:05 +0000 2017,None,None,None,Dublin
826822319448408066,'826822319448408066',IrPsych,"""#SkyNews just sat 2 women down &amp; tried to interview them re. Brexit. 'Don't know anything.'; 'No interest in politics.' 'Voted Brexit.' ???""",Wed Feb 01 15:59:37 +0000 2017,None,None,None,"Dublin, Ireland"
826822104637128705,'826822104637128705',BelTel,"""LIVE: MPs set to vote on Government's Brexit Bill #brexitbill #brexit https://t.co/YpAfRu668z""",Wed Feb 01 15:58:46 +0000 2017,None,None,None,"Belfast, Northern Ireland"
826820681211985920,'826820681211985920',BelTel,"""George Osborne warns Parliament against overturning voters' will #brexitbill #brexit  https://t.co/aguoRJOzE""",Wed Feb 01 15:53:06 +0000 2017,None,None,None,"Belfast, Northern Ireland"
826820599985139713,'826820599985139713',StormyOne53,"""RT @PaulaJaneB: Today's comments show Secretary of State incapable of representing NI's interests re #Brexit. NI must remain gateway to EU.""",Wed Feb 01 15:52:47 +0000 2017,None,None,None,None
826820488731172865,'826820488731172865',Whitaker_Inst,'Prof Alan Ahearne @Whitaker_Inst and Prof John McHale @NUIGCairnes will deliver a #Irish #Economy Master Class? https://t.co/FIGh0meNKj',Wed Feb 01 15:52:20 +0000 2017,None,None,None,NUI Galway
826820330807316481,'826820330807316481',GonzoSteele,'RT @unitetheunion: Britain needs a proper pay rise | #Brexit helping drive UK inequality back to Thatcher-era levels https://t.co/Mj3IKkIye?',Wed Feb 01 15:51:43 +0000 2017,None,None,None,Hotel Flamingo
826820159411195906,'826820159411195906',Galaxygamerone,'I loved that they used the union jack to show off something good about the EU  lol (because of Brexit) https://t.co/smIM3770cg',Wed Feb 01 15:51:02 +0000 2017,None,None,None,County Cork Ireland 
826819402880450564,'826819402880450564',Manc_Labour,'RT @unitetheunion: Britain needs a proper pay rise | #Brexit helping drive UK inequality back to Thatcher-era levels https://t.co/Mj3IKkIye?',Wed Feb 01 15:48:01 +0000 2017,None,None,None,"Manchester, England"
