857624829553410048,'857624829553410048',robmurphybe,"""RT @emireland: Interesting @ChambersIreland briefing today: 'Brexit - Where it will leave Ireland' by Second Secretary Dept of Taoiseach, J?""",Thu Apr 27 15:57:47 +0000 2017,None,None,None,Belgium
857624488015515648,'857624488015515648',AlisonYoga1,'RT @LobbyComm: Who is the mugwump The one that wants to save NHS Or L iar that said brexit would bring ?360mln a week into NHS #VoteLab?',Thu Apr 27 15:56:26 +0000 2017,None,None,None,Leicester
857624462581280769,'857624462581280769',chrisklaw,"'RT @ClodaghLRice: 42% of NI respondents to @RICSnews survey reported firms looking to relocate because of Brexit uncertainty, well above UK?'",Thu Apr 27 15:56:20 +0000 2017,None,None,None,"Hertfordshire, UK"
857624429240758273,'857624429240758273',SIRKINGKEV,'RT @LobbyComm: Who is the mugwump The one that wants to save NHS Or L iar that said brexit would bring ?360mln a week into NHS #VoteLab?',Thu Apr 27 15:56:12 +0000 2017,None,None,None,"Hampshire, UK"
857624390523133952,'857624390523133952',BulelaniMfaco,"""Brexit: UK carmakers 'sitting on their hands' rather than investing https://t.co/OkgXp4x9JD They could start investing in the Isle of Man""",Thu Apr 27 15:56:03 +0000 2017,None,None,None,Cape Town ZA & Dublin 
857624123761143808,'857624123761143808',Harrison_Harry1,'Fantastic Brexit event with @George_Osborne and John Briton in @PwCIreland this afternoon https://t.co/QLtoKkWJgg',Thu Apr 27 15:54:59 +0000 2017,None,None,None,"Dublin City, Ireland"
857623509916422145,'857623509916422145',bigredrowdy,'RT @LobbyComm: Who is the mugwump The one that wants to save NHS Or L iar that said brexit would bring ?360mln a week into NHS #VoteLab?',Thu Apr 27 15:52:33 +0000 2017,None,None,None,None
857623441683488768,'857623441683488768',iwmcewan,'RT @LobbyComm: Who is the mugwump The one that wants to save NHS Or L iar that said brexit would bring ?360mln a week into NHS #VoteLab?',Thu Apr 27 15:52:17 +0000 2017,None,None,None,Hull
857623421693427712,'857623421693427712',Captain_Vad,'RT @LobbyComm: Who is the mugwump The one that wants to save NHS Or L iar that said brexit would bring ?360mln a week into NHS #VoteLab?',Thu Apr 27 15:52:12 +0000 2017,None,None,None,#proudcitizenoftheworld
857623218559098880,'857623218559098880',cpw_56,'RT @gingermarauder: @DavidHeadViews @MajorGrubert @ThatTimWalker @richardbranson They only get the ear of May if they feign support for Bre?',Thu Apr 27 15:51:23 +0000 2017,None,None,None,None
857622285800361985,'857622285800361985',AndrewSmoggie70,'RT @LobbyComm: Who is the mugwump The one that wants to save NHS Or L iar that said brexit would bring ?360mln a week into NHS #VoteLab?',Thu Apr 27 15:47:41 +0000 2017,None,None,None,Cheshire and Teesside
857622249565704192,'857622249565704192',RoyMotteram,'RT @PopulistwatchIr: Not the best PM we ever produced but he is spot on here @UKIPNFKN @solange_lebourg @JamesMelville @BorisJohnson https:?',Thu Apr 27 15:47:32 +0000 2017,None,None,None,Oxfordshire
