823892531679297536,'823892531679297536',ni_voice,'What with the #Brexit announcement today would be a good day for @duponline to bury some #RHI news.',Tue Jan 24 13:57:41 +0000 2017,None,None,None,north of Ireland 
823892361331806208,'823892361331806208',eccireland,"""#Brexit process could take at least six years, Noonan tells #Dublin tax summit. Here is today's #consumer news https://t.co/dhoME1nzIx""",Tue Jan 24 13:57:00 +0000 2017,None,None,None,Dublin
823892330608476160,'823892330608476160',adennab,'Credit Suisse declines to say if Dublin is  post-Brexit destination https://t.co/VL53ZwZCjF via @IrishTimesBiz',Tue Jan 24 13:56:53 +0000 2017,None,None,None,"London, England"
823892243023007744,'823892243023007744',AGreenShadow_,"""RT @irish_news: DUP 'should back majority in Northern Ireland' who voted against #Brexit https://t.co/3SFjbUzJPN https://t.co/kJz8XHplOs""",Tue Jan 24 13:56:32 +0000 2017,None,None,None,None
823892067105521665,'823892067105521665',korsheelin,"'RT @LSIPresident: At the four jurisdictions meeting in Belfast. Plenty to talk about. Brexit, regulation, PII, Personal injury claims, lega?'",Tue Jan 24 13:55:50 +0000 2017,None,None,None,ireland
823892022306148352,'823892022306148352',Dido59Diane,'@belfastjj is it genuine or just some people sticking the arm in under Brexit Banner?',Tue Jan 24 13:55:39 +0000 2017,None,None,None,Northern Ireland
823891817561210883,'823891817561210883',tgemiles,"""RT @padraichalpin: BlackRock's Hildebrand sees euro clearing leaving London post-Brexit https://t.co/Fxe0vWQjEo via @Reuters #EFF17""",Tue Jan 24 13:54:51 +0000 2017,None,None,None,Geneva
823891792303128576,'823891792303128576',IndiScoLady,"""RT @irish_news: DUP 'should back majority in Northern Ireland' who voted against #Brexit https://t.co/3SFjbUzJPN https://t.co/kJz8XHplOs""",Tue Jan 24 13:54:45 +0000 2017,None,None,None,glesga
823891686032101376,'823891686032101376',maevejoanna,'Llyods of London are leaving London! #Brexit https://t.co/YAr5lsOICw',Tue Jan 24 13:54:19 +0000 2017,None,None,None,"Dublin, Ireland"
823891679858016256,'823891679858016256',NewstalkFM,'RT @NTBusinessTech: Brexit is getting messier - Westminster will vote on Article 50... https://t.co/7ofTtIFN6',Tue Jan 24 13:54:18 +0000 2017,None,None,None,Ireland
823891639039094784,'823891639039094784',padraichalpin,"""BlackRock's Hildebrand sees euro clearing leaving London post-Brexit https://t.co/Fxe0vWQjEo via @Reuters #EFF17""",Tue Jan 24 13:54:08 +0000 2017,None,None,None,Dublin
