839251832807510016,'839251832807510016',Shane_Conneely,"""@ElaineEdwards we better, someone better b/c if Brexit sinks us, these fuckers'll be standing on our heads to make sure that they can breath""",Tue Mar 07 23:10:04 +0000 2017,None,None,None,Dublin
839251155897237505,'839251155897237505',B_V_Spares,"""Retweeted Irish Farmers' Assoc (@IFAmedia): We're launching our #Brexit policy tomorrow - follow #IFABrexit from... https://t.co/8rGfvVmz4T""",Tue Mar 07 23:07:22 +0000 2017,None,None,None,Athy 
839250729365880832,'839250729365880832',cian2me,'Imperial measurements will be required in #Brexit Britain. None of your European metric data. Learn your 14 times t? https://t.co/Gu284SwjPR',Tue Mar 07 23:05:41 +0000 2017,None,None,None,"Galway, Ireland"
839250208492040193,'839250208492040193',leedalyire,'Pint Baby was too much for us. We all partied. Now we are stuck with Brexit Baby.',Tue Mar 07 23:03:36 +0000 2017,None,None,None,Dublin
839249952517808128,'839249952517808128',PCrossan8,'@hevwilson_e  ...ALL under her control at least until Brexit negotiations are concluded may prove too tempting to resist if Stormont parties',Tue Mar 07 23:02:35 +0000 2017,None,None,None,Belfast
839249276303732736,'839249276303732736',PCrossan8,'@hevwilson_e Theresa May will be tempted to pull the plug on Stormont + take power unto herself with Brexit in mind? https://t.co/ysmwit2Vhj',Tue Mar 07 22:59:54 +0000 2017,None,None,None,Belfast
839249249808314368,'839249249808314368',olivia1buckley,'Much engagement and discussion on the global tax and economic agenda #brexit #UStax @fiannafailparty? https://t.co/RWuC6UpWXU',Tue Mar 07 22:59:48 +0000 2017,None,None,None,Dublin 
839249206078554113,'839249206078554113',RonPatton1,'UK supreme leaders react to anti-brexit peer.',Tue Mar 07 22:59:37 +0000 2017,None,None,None,"Carrickfergus, Ireland"
839249178664517632,'839249178664517632',olivers700,'@MelanieLatest I cannot stand that corrupt EU. I also think in a referendum if the majority voted Brexit then so be it. The EU will collapse',Tue Mar 07 22:59:31 +0000 2017,None,None,None,"Dublin City, Ireland"
839249100684017664,'839249100684017664',PCrossan8,'@ptierney89 Theresa May will be tempted to pull the plug on Stormont + take power unto herself with Brexit in mind? https://t.co/YjXGwFrIct',Tue Mar 07 22:59:12 +0000 2017,None,None,None,Belfast
839248821737652227,'839248821737652227',DUPoffline,"""Brexit doesn't just mean Brexit. It also means Brexit. This will put NI on a world class footing with other nations &amp; make GB great again.""",Tue Mar 07 22:58:06 +0000 2017,None,None,None,East Belfast
839248735754416128,'839248735754416128',olivers700,'@MelanieLatest Melanie I think you are an excellent journalist. But I disagree with your argument about Ireland. I am a supporter of Brexit',Tue Mar 07 22:57:45 +0000 2017,None,None,None,"Dublin City, Ireland"
839248509207527425,'839248509207527425',RonPatton1,"'Lord Heseltine sacked for rebelling against brexit. @Theresa_may and @IainDSmith ""project fear"".'",Tue Mar 07 22:56:51 +0000 2017,None,None,None,"Carrickfergus, Ireland"
839248339447205888,'839248339447205888',MarkFlear,'RT @healthhru: How women in post-Brexit Britain could lose out even more https://t.co/kzt7Bf2cNS via @HuffPostUK',Tue Mar 07 22:56:11 +0000 2017,None,None,None,"Belfast, Northern Ireland"
839248198266937344,'839248198266937344',PCrossan8,'@mollox Theresa May will be tempted to pull the plug on Stormont and take power unto herself with Brexit in mind cl? https://t.co/WCuFKZhH90',Tue Mar 07 22:55:37 +0000 2017,None,None,None,Belfast
839247723241082882,'839247723241082882',billmanwaring,'The latest Bill Manwaring Daily News! https://t.co/uFIkfS4M5B Thanks to @scotlandinunion @gerrylynch @FutureCon #stormont #brexit',Tue Mar 07 22:53:44 +0000 2017,None,None,None,Belfast
839247496274722820,'839247496274722820',BrendanTHalpin,'T May and her Brexit team searching for Empire 2.0 https://t.co/0OsbqTQoSE',Tue Mar 07 22:52:50 +0000 2017,None,None,None,"Limerick, Ireland"
839245969296355328,'839245969296355328',DPhinnemore,'Save Britain from the worst of Brexit by joining EFTA https://t.co/b8uxCRskfB via @FT',Tue Mar 07 22:46:46 +0000 2017,None,None,None,Northern Ireland
839245005650788352,'839245005650788352',AndyBelfast,'@election_ni @DerSchwarzBaron  Even after #brexit an authoritative poll showed only 22% in favour of UI',Tue Mar 07 22:42:56 +0000 2017,None,None,None,Belfast
839243061565800448,'839243061565800448',NeloMarial,'Wow #Arsenal are really showing properly how to #Brexit #ChampionsLeague ???',Tue Mar 07 22:35:12 +0000 2017,None,None,None,"South Dublin, Ireland"
839243024286773248,'839243024286773248',Sinabhfuil,"""Brexit is going to have a suddenly chilling effect: women won't be able to travel from Ireland for abortion - will they go to Holland? 1/2""",Tue Mar 07 22:35:04 +0000 2017,None,None,None,Dublin
839241786228867072,'839241786228867072',NorthernSlant,'RT @Cdaly29: Article published yesterday by @FT: Northern Ireland result puts #Brexit back centre-stage. #AE17 https://t.co/G18cHcQV50',Tue Mar 07 22:30:08 +0000 2017,None,None,None,None
839241689206251520,'839241689206251520',CoaghUKIP,"""Britain's economic growth predictions upgraded again by think tank in Brexit boost for Philip Hammond... https://t.co/6huGRd1Nil""",Tue Mar 07 22:29:45 +0000 2017,None,None,None,"Northern Ireland, UK"
839241481999249408,'839241481999249408',CoaghUKIP,'Vauxhall chief heralds opportunity of Brexit | News | The Times &amp; The Sunday Times... https://t.co/RJbUpqaJr8',Tue Mar 07 22:28:56 +0000 2017,None,None,None,"Northern Ireland, UK"
839240978284281856,'839240978284281856',ajujimk,"'RT @Pogblah: ""If brexit was in place them foreigners wouldn\'t be here tonight"" https://t.co/OAa5RWUph8'",Tue Mar 07 22:26:56 +0000 2017,None,None,None,"Willenhall, England"
839240969069428737,'839240969069428737',paddydunphyEire,'Think #Wenger should Defo take over #brexit strategy. Be out in no time',Tue Mar 07 22:26:54 +0000 2017,None,None,None,"Cork, Ireland"
839240847027752960,'839240847027752960',patentnavIre,'While researching Brexit/IP in Ireland &amp; U.K. I was asked to recommend a new site in Ireland for an English company wanting an EU presence.',Tue Mar 07 22:26:24 +0000 2017,None,None,None,"Belfast, Northern Ireland"
839240334529998848,'839240334529998848',jamiepow,"'@_Matthaeus Haha! Well you did predict Trump and Brexit, so... https://t.co/6STHDeoCJe'",Tue Mar 07 22:24:22 +0000 2017,None,None,None,"Belfast, Northern Ireland"
839240162882306050,'839240162882306050',LoyalEB2007,"""@GalloperT @JamieBrysonCPNI you know  # brexit is going to happen Thompson so whys republicans clinging on to straws ?? Yous can't stop it""",Tue Mar 07 22:23:41 +0000 2017,None,None,None,Belfast..
839239613873020932,'839239613873020932',anabolic_north,'Unelected old farts who think they know better than 17.5 million voters. Abolish the House of Lords. #brexit https://t.co/eDWq9KD10j',Tue Mar 07 22:21:30 +0000 2017,None,None,None,N. Ireland
839239535028502528,'839239535028502528',Frankmacc,"'@Jay_Beecher  ...and, for balance, sleeping codgers who supported Brexit ? https://t.co/M10X1PSxrR'",Tue Mar 07 22:21:12 +0000 2017,None,None,None,"Dublin, Ireland"
839239317662941184,'839239317662941184',RunFlo,'RT @mcfeelyo: #brexit interesting times ahead @MKelter @mcgeedavid @RunFlo UK government in second Brexit Bill defeat https://t.co/eHul2NP3?',Tue Mar 07 22:20:20 +0000 2017,None,None,None,Dublin Ireland
839239308733202434,'839239308733202434',communi0n,"""RT @eolaoire: can't live in a world that attacks Arsene Wenger, follows Piers Morgan, elects Donald Trump, votes Brexit &amp; listens to Ed She?""",Tue Mar 07 22:20:18 +0000 2017,None,None,None,"Edinburgh, Scotland"
839239187140390913,'839239187140390913',BeeFly94,"""RT @eolaoire: can't live in a world that attacks Arsene Wenger, follows Piers Morgan, elects Donald Trump, votes Brexit &amp; listens to Ed She?""",Tue Mar 07 22:19:49 +0000 2017,None,None,None,Dublin • Cork • Edinburgh 
839238610964611073,'839238610964611073',Eoghanocarroll,"""You won't find this kind of reality on BBC: Northern Ireland shows the risks of a hard Brexit https://t.co/hWW94GQC8q via @FT""",Tue Mar 07 22:17:31 +0000 2017,None,None,None,"South Dublin, Ireland"
839238559655673856,'839238559655673856',Portrushian,"""@cdsherrard @JamieBrysonCPNI they're representing the 48% &amp; as a revising chamber they're scrutinising Govt's ill-informed Brexit strategy""",Tue Mar 07 22:17:19 +0000 2017,None,None,None,Portrush
839238505976983552,'839238505976983552',CornwallChatter,"""RT @gingermarauder: @JeromeNeil @davrwu @sajidjavid there'll be loads of this post Brexit, what money there is certainly won't be going to?""",Tue Mar 07 22:17:06 +0000 2017,None,None,None,"England, United Kingdom"
839238476482686976,'839238476482686976',Yakubu_AYB,"'RT @Pogblah: ""If brexit was in place them foreigners wouldn\'t be here tonight"" https://t.co/OAa5RWUph8'",Tue Mar 07 22:16:59 +0000 2017,None,None,None,Yerwa x Khartoum
839238158210453504,'839238158210453504',Cyn7kaL,'?? ?Government defeated over Brexit in the House of Lords? https://t.co/NYILoWuRuY',Tue Mar 07 22:15:43 +0000 2017,None,None,None,"Dublin, Ireland"
839238097464352770,'839238097464352770',scorpio161156,"""RT @joellegartner: Will Brexit's main, perhaps only, positive legacy be the hastening of Irish reunification? Discuss.""",Tue Mar 07 22:15:29 +0000 2017,None,None,None,None
839237900755677188,'839237900755677188',Carsop74,'RT @BelTel: Government suffers a second defeat on its #BrexitBill in the #houseoflords  https://t.co/c2VeYePKEP https://t.co/IU44gOWTAg',Tue Mar 07 22:14:42 +0000 2017,None,None,None,None
839237798666321921,'839237798666321921',eolaoire,"""can't live in a world that attacks Arsene Wenger, follows Piers Morgan, elects Donald Trump, votes Brexit &amp; listens to Ed Sheeran""",Tue Mar 07 22:14:18 +0000 2017,None,None,None,Dublin
839237715342286848,'839237715342286848',DeirdreMcMahon8,"'Brexit, chillies and change https://t.co/Uqy3ka84Oa'",Tue Mar 07 22:13:58 +0000 2017,None,None,None,"Belfast, Northern Ireland"
839237681976655872,'839237681976655872',imaginejonny,"""Now that's how you do a hard Brexit #ARSFCB #arsenal""",Tue Mar 07 22:13:50 +0000 2017,None,None,None,Dublin
839237588766576641,'839237588766576641',marrrk656,"""Fantastic news isn't it that in the Brexit plan NI is going to have its spending reduced the most out of all countries in the UK""",Tue Mar 07 22:13:28 +0000 2017,None,None,None,"Rostrevor, Northern Ireland"
839237294112526340,'839237294112526340',ElishBulGodley,"""All I'm hearing is the pitiful whimper of your post imperialist hangover simmering in post Brexit little Britain... https://t.co/oN5NmDKdDz""",Tue Mar 07 22:12:17 +0000 2017,None,None,None,Dublin Ireland
